Source,Target,Type,Category
PA166195114,PA25128,Dirigé,Association
PA166195115,PA38100,Dirigé,Association
PA166277101,PA25128,Dirigé,Association
PA166277101,PA38100,Dirigé,Association
PA166156321,PA26470,Dirigé,Association
PA166154863,PA24927,Dirigé,Association
PA166157561,PA142672353,Dirigé,Association
PA166154864,PA35837,Dirigé,Association
PA166162356,PA244,Dirigé,Association
PA166171050,PA24560,Dirigé,Association
PA166156517,PA26609,Dirigé,Association
PA166156322,PA378,Dirigé,Association
PA166156323,PA378,Dirigé,Association
PA166157299,PA198,Dirigé,Association
PA166200061,PA27311,Dirigé,Association
PA166160228,PA142671604,Dirigé,Association
PA166156764,PA35828,Dirigé,Association
PA166154331,PA38478,Dirigé,Association
PA166155014,PA321,Dirigé,Association
PA166153969,PA134897916,Dirigé,Association
PA166156765,PA31277,Dirigé,Association
PA166155015,PA108,Dirigé,Association
PA166156324,PA395,Dirigé,Association
PA166156078,PA26953,Dirigé,Association
PA166156716,PA134882361,Dirigé,Association
PA166156717,PA134882361,Dirigé,Association
PA166157728,PA34890,Dirigé,Association
PA166157729,PA38725,Dirigé,Association
PA166154515,PA37301,Dirigé,Association
PA166157730,PA136,Dirigé,Association
PA166157731,PA167,Dirigé,Association
PA166176812,PA24589,Dirigé,Association
PA166176812,PA166123749,Dirigé,Association
PA166154516,PA37301,Dirigé,Association
PA166156766,PA24561,Dirigé,Association
PA166157562,PA30498,Dirigé,Association
PA166155637,PA37183,Dirigé,Association
PA166157243,PA131,Dirigé,Association
PA166157243,PA134962723,Dirigé,Association
PA166177730,PA29456,Dirigé,Association
PA166154865,PA24927,Dirigé,Association
PA166157732,PA162382618,Dirigé,Association
PA166157732,PA36552,Dirigé,Association
PA166157544,PA17,Dirigé,Association
PA166241841,PA31274,Dirigé,Association
PA166154700,PA397,Dirigé,Association
PA166236481,PA25294,Dirigé,Association
PA166156767,PA26236,Dirigé,Association
PA166154332,PA298,Dirigé,Association
PA166154332,PA36195,Dirigé,Association
PA166153633,PA30719,Dirigé,Association
PA166181276,PA390,Dirigé,Association
PA166157733,PA31818,Dirigé,Association
PA166185728,PA35006,Dirigé,Association
PA166185915,PA28707,Dirigé,Association
PA166156985,PA37302,Dirigé,Association
PA166179074,PA34892,Dirigé,Association
PA166155581,PA26425,Dirigé,Association
PA166155638,PA37404,Dirigé,Association
PA166155345,PA26007,Dirigé,Association
PA166241901,PA31259,Dirigé,Association
PA166241901,PA31274,Dirigé,Association
PA166159111,PA145149863,Dirigé,Association
PA166156986,PA35083,Dirigé,Association
PA166233886,PA136,Dirigé,Association
PA166157734,PA136,Dirigé,Association
PA166175925,PA136,Dirigé,Association
PA166175925,PA164723679,Dirigé,Association
PA166155368,PA28824,Dirigé,Association
PA166156518,PA24933,Dirigé,Association
PA166157301,PA27833,Dirigé,Association
PA166156718,PA31277,Dirigé,Association
PA166179184,PA31277,Dirigé,Association
PA166181494,PA27094,Dirigé,Association
PA166154782,PA27672,Dirigé,Association
PA166154267,PA223,Dirigé,Association
PA166202681,PA223,Dirigé,Association
PA166156768,PA143,Dirigé,Association
PA166156769,PA143,Dirigé,Association
PA166196262,PA31778,Dirigé,Association
PA166156770,PA143,Dirigé,Association
PA166156770,PA31134,Dirigé,Association
PA166156771,PA143,Dirigé,Association
PA166285941,PA26052,Dirigé,Association
PA166156046,PA25018,Dirigé,Association
PA166156046,PA117,Dirigé,Association
PA166155640,PA27720,Dirigé,Association
PA166155640,PA38382,Dirigé,Association
PA166156325,PA134933118,Dirigé,Association
PA166180045,PA117,Dirigé,Association
PA166156047,PA25018,Dirigé,Association
PA166156047,PA117,Dirigé,Association
PA166178598,PA117,Dirigé,Association
PA166160239,PA25018,Dirigé,Association
PA166156048,PA162399305,Dirigé,Association
PA166156519,PA24572,Dirigé,Association
PA166294441,PA145,Dirigé,Association
PA166180012,PA29556,Dirigé,Association
PA166154266,PA37395,Dirigé,Association
PA166176331,PA339,Dirigé,Association
PA166156279,PA27479,Dirigé,Association
PA166156280,PA27479,Dirigé,Association
PA166154701,PA397,Dirigé,Association
PA166203143,PA397,Dirigé,Association
PA166206601,PA142672105,Dirigé,Association
PA166179015,PA378,Dirigé,Association
PA166157702,PA24692,Dirigé,Association
PA166176344,PA27006,Dirigé,Association
PA166156457,PA134884590,Dirigé,Association
PA166156457,PA134971947,Dirigé,Association
PA166153865,PA24583,Dirigé,Association
PA166153865,PA31352,Dirigé,Association
PA166155836,PA25094,Dirigé,Association
PA166155837,PA25094,Dirigé,Association
PA166156458,PA31647,Dirigé,Association
PA166156666,PA28495,Dirigé,Association
PA166156459,PA134933118,Dirigé,Association
PA166156460,PA134933118,Dirigé,Association
PA166162481,PA134884590,Dirigé,Association
PA166162481,PA134971947,Dirigé,Association
PA166162323,PA134884590,Dirigé,Association
PA166162323,PA134971947,Dirigé,Association
PA166162305,PA134884590,Dirigé,Association
PA166156667,PA134893552,Dirigé,Association
PA166156881,PA162381084,Dirigé,Association
PA166160113,PA38657,Dirigé,Association
PA166157467,PA134902361,Dirigé,Association
PA166157735,PA260,Dirigé,Association
PA166157735,PA32818,Dirigé,Association
PA166257282,PA27946,Dirigé,Association
PA166156882,PA30592,Dirigé,Association
PA166157648,PA134915546,Dirigé,Association
PA166156668,PA37771,Dirigé,Association
PA166176136,PA310,Dirigé,Association
PA166156669,PA134880558,Dirigé,Association
PA166159981,PA30718,Dirigé,Association
PA166154469,PA32402,Dirigé,Association
PA166154469,PA32403,Dirigé,Association
PA166185222,PA31891,Dirigé,Association
PA166185222,PA134953249,Dirigé,Association
PA166180549,PA34866,Dirigé,Association
PA166206201,PA31943,Dirigé,Association
PA166184295,PA31943,Dirigé,Association
PA166185237,PA31943,Dirigé,Association
PA166198163,PA31943,Dirigé,Association
PA166157649,PA432,Dirigé,Association
PA166160187,PA26874,Dirigé,Association
PA166160202,PA26874,Dirigé,Association
PA166160206,PA26874,Dirigé,Association
PA166160219,PA26874,Dirigé,Association
PA166155587,PA29808,Dirigé,Association
PA166156031,PA128,Dirigé,Association
PA166155255,PA134896615,Dirigé,Association
PA166154249,PA29028,Dirigé,Association
PA166154751,PA397,Dirigé,Association
PA166160979,PA152208656,Dirigé,Association
PA166155256,PA33759,Dirigé,Association
PA166155115,PA244,Dirigé,Association
PA166154938,PA113,Dirigé,Association
PA166154938,PA26491,Dirigé,Association
PA166232202,PA123,Dirigé,Association
PA166180522,PA201092,Dirigé,Association
PA166156670,PA28122,Dirigé,Association
PA166270041,PA26711,Dirigé,Association
PA166270041,PA327,Dirigé,Association
PA166238642,PA165378332,Dirigé,Association
PA166186122,PA37418,Dirigé,Association
PA166153866,PA162376104,Dirigé,Association
PA166156462,PA34276,Dirigé,Association
PA166156463,PA134944477,Dirigé,Association
PA166176642,PA128394692,Dirigé,Association
PA166156483,PA24571,Dirigé,Association
PA166177732,PA29456,Dirigé,Association
PA166156672,PA28730,Dirigé,Association
PA166156464,PA281,Dirigé,Association
PA166165312,PA281,Dirigé,Association
PA166155841,PA134890284,Dirigé,Association
PA166154517,PA134732019,Dirigé,Association
PA166157650,PA134863701,Dirigé,Association
PA166268981,PA31419,Dirigé,Association
PA166157186,PA34329,Dirigé,Association
PA166155328,PA36601,Dirigé,Association
PA166156896,PA35083,Dirigé,Association
PA166157651,PA26947,Dirigé,Association
PA166232203,PA28995,Dirigé,Association
PA166232205,PA28995,Dirigé,Association
PA166157839,PA426,Dirigé,Association
PA166184034,PA27101,Dirigé,Association
PA166154830,PA35020,Dirigé,Association
PA166157887,PA24396,Dirigé,Association
PA166157887,PA128394569,Dirigé,Association
PA166156897,PA35083,Dirigé,Association
PA166244781,PA134933184,Dirigé,Association
PA166154646,PA28894,Dirigé,Association
PA166154160,PA125,Dirigé,Association
PA166153868,PA37248,Dirigé,Association
PA166153869,PA145,Dirigé,Association
PA166184279,PA33129,Dirigé,Association
PA166161792,PA24680,Dirigé,Association
PA166157468,PA134887081,Dirigé,Association
PA166154470,PA213,Dirigé,Association
PA166157189,PA134954893,Dirigé,Association
PA166160081,PA38657,Dirigé,Association
PA166160122,PA38657,Dirigé,Association
PA166160124,PA38657,Dirigé,Association
PA166157469,PA24387,Dirigé,Association
PA166160185,PA26874,Dirigé,Association
PA166155186,PA134946896,Dirigé,Association
PA166177322,PA28587,Dirigé,Association
PA166177323,PA28587,Dirigé,Association
PA166177335,PA28587,Dirigé,Association
PA166157471,PA267,Dirigé,Association
PA166157471,PA162402278,Dirigé,Association
PA166157472,PA131,Dirigé,Association
PA166157472,PA134962723,Dirigé,Association
PA166157473,PA27114,Dirigé,Association
PA166157473,PA427,Dirigé,Association
PA166157474,PA27114,Dirigé,Association
PA166157474,PA427,Dirigé,Association
PA166153870,PA143485536,Dirigé,Association
PA166153871,PA162376104,Dirigé,Association
PA166157475,PA25942,Dirigé,Association
PA166157476,PA7360,Dirigé,Association
PA166177735,PA31945,Dirigé,Association
PA166177956,PA31945,Dirigé,Association
PA166177957,PA31945,Dirigé,Association
PA166157190,PA35083,Dirigé,Association
PA166157191,PA35083,Dirigé,Association
PA166154831,PA27886,Dirigé,Association
PA166178531,PA31945,Dirigé,Association
PA166196172,PA32866,Dirigé,Association
PA166184626,PA32866,Dirigé,Association
PA166180108,PA31945,Dirigé,Association
PA166184628,PA32866,Dirigé,Association
PA166155842,PA35004,Dirigé,Association
PA166157840,PA28983,Dirigé,Association
PA166156465,PA26688,Dirigé,Association
PA166181041,PA35072,Dirigé,Association
PA166154940,PA387,Dirigé,Association
PA166154161,PA116,Dirigé,Association
PA166180524,PA116,Dirigé,Association
PA166157192,PA25414,Dirigé,Association
PA166155116,PA26074,Dirigé,Association
PA166154162,PA116,Dirigé,Association
PA166154163,PA116,Dirigé,Association
PA166159083,PA28846,Dirigé,Association
PA166156885,PA189,Dirigé,Association
PA166155257,PA36362,Dirigé,Association
PA166156886,PA189,Dirigé,Association
PA166163380,PA36362,Dirigé,Association
PA166155117,PA244,Dirigé,Association
PA166154753,PA397,Dirigé,Association
PA166161197,PA397,Dirigé,Association
PA166155348,PA34134,Dirigé,Association
PA166155348,PA162406385,Dirigé,Association
PA166176961,PA432,Dirigé,Association
PA166155118,PA244,Dirigé,Association
PA166154754,PA193,Dirigé,Association
PA166293481,PA193,Dirigé,Association
PA166160887,PA134933118,Dirigé,Association
PA166177008,PA38295,Dirigé,Association
PA166226862,PA27934,Dirigé,Association
PA166155966,PA24429,Dirigé,Association
PA166155966,PA29015,Dirigé,Association
PA166161803,PA24372,Dirigé,Association
PA166277061,PA267,Dirigé,Association
PA166181000,PA426,Dirigé,Association
PA166157863,PA30729,Dirigé,Association
PA166157864,PA30729,Dirigé,Association
PA166153634,PA166,Dirigé,Association
PA166153872,PA28075,Dirigé,Association
PA166153872,PA142672488,Dirigé,Association
PA166153873,PA26551,Dirigé,Association
PA166153873,PA245,Dirigé,Association
PA166186238,PA128394701,Dirigé,Association
PA166153874,PA145,Dirigé,Association
PA166203443,PA38016,Dirigé,Association
PA166154647,PA25107,Dirigé,Association
PA166184312,PA33130,Dirigé,Association
PA166160409,PA26491,Dirigé,Association
PA166153635,PA29226,Dirigé,Association
PA166153875,PA245,Dirigé,Association
PA166157841,PA426,Dirigé,Association
PA166154164,PA33942,Dirigé,Association
PA166157850,PA30729,Dirigé,Association
PA166170278,PA26293,Dirigé,Association
PA166170014,PA28090,Dirigé,Association
PA166170014,PA164722907,Dirigé,Association
PA166170014,PA25478,Dirigé,Association
PA166154268,PA27973,Dirigé,Association
PA166154268,PA28090,Dirigé,Association
PA166154268,PA164722907,Dirigé,Association
PA166154268,PA25478,Dirigé,Association
PA166157842,PA134971144,Dirigé,Association
PA166232251,PA117,Dirigé,Association
PA166178599,PA117,Dirigé,Association
PA166156049,PA25018,Dirigé,Association
PA166156049,PA117,Dirigé,Association
PA166170209,PA145,Dirigé,Association
PA166157477,PA134887081,Dirigé,Association
PA166156887,PA134909677,Dirigé,Association
PA166185439,PA244,Dirigé,Association
PA166161570,PA244,Dirigé,Association
PA166154702,PA397,Dirigé,Association
PA166155843,PA25094,Dirigé,Association
PA166165159,PA134938043,Dirigé,Association
PA166233161,PA29807,Dirigé,Association
PA166157652,PA30701,Dirigé,Association
PA166155588,PA27467,Dirigé,Association
PA166157193,PA134903108,Dirigé,Association
PA166170294,PA30889,Dirigé,Association
PA166155844,PA190,Dirigé,Association
PA166184298,PA34013,Dirigé,Association
PA166155845,PA134890284,Dirigé,Association
PA166179998,PA27478,Dirigé,Association
PA166153636,PA145,Dirigé,Association
PA166153876,PA24776,Dirigé,Association
PA166238764,PA201059,Dirigé,Association
PA166238764,PA32834,Dirigé,Association
PA166184253,PA28162,Dirigé,Association
PA166155846,PA162398721,Dirigé,Association
PA166157699,PA260,Dirigé,Association
PA166154677,PA27851,Dirigé,Association
PA166157478,PA31699,Dirigé,Association
PA166156889,PA189,Dirigé,Association
PA166283521,PA26287,Dirigé,Association
PA166176933,PA165585814,Dirigé,Association
PA166160204,PA26874,Dirigé,Association
PA166155119,PA133787052,Dirigé,Association
PA166176944,PA26296,Dirigé,Association
PA166157653,PA31776,Dirigé,Association
PA166160571,PA38723,Dirigé,Association
PA166169474,PA36055,Dirigé,Association
PA166177190,PA25504,Dirigé,Association
PA166177191,PA25504,Dirigé,Association
PA166177192,PA25504,Dirigé,Association
PA166156674,PA390,Dirigé,Association
PA166156675,PA390,Dirigé,Association
PA166199942,PA29233,Dirigé,Association
PA166184313,PA164722879,Dirigé,Association
PA166184313,PA33130,Dirigé,Association
PA166155329,PA162395821,Dirigé,Association
PA166160198,PA26874,Dirigé,Association
PA166155330,PA30676,Dirigé,Association
PA166161166,PA134868995,Dirigé,Association
PA166177193,PA25504,Dirigé,Association
PA166177194,PA25504,Dirigé,Association
PA166177195,PA25504,Dirigé,Association
PA166157736,PA31818,Dirigé,Association
PA166163345,PA31818,Dirigé,Association
PA166156466,PA281,Dirigé,Association
PA166196842,PA152208656,Dirigé,Association
PA166155120,PA24393,Dirigé,Association
PA166155121,PA24393,Dirigé,Association
PA166157194,PA356,Dirigé,Association
PA166267562,PA126,Dirigé,Association
PA166207701,PA126,Dirigé,Association
PA166155848,PA27467,Dirigé,Association
PA166155852,PA37183,Dirigé,Association
PA166155853,PA37174,Dirigé,Association
PA166155853,PA37182,Dirigé,Association
PA166155853,PA37183,Dirigé,Association
PA166155853,PA419,Dirigé,Association
PA166155854,PA37174,Dirigé,Association
PA166155854,PA37181,Dirigé,Association
PA166155854,PA37182,Dirigé,Association
PA166155854,PA37183,Dirigé,Association
PA166155854,PA419,Dirigé,Association
PA166155855,PA37174,Dirigé,Association
PA166155855,PA37183,Dirigé,Association
PA166155855,PA419,Dirigé,Association
PA166155857,PA37174,Dirigé,Association
PA166155857,PA37181,Dirigé,Association
PA166155857,PA37182,Dirigé,Association
PA166155857,PA37183,Dirigé,Association
PA166155857,PA419,Dirigé,Association
PA166155858,PA37174,Dirigé,Association
PA166155858,PA37182,Dirigé,Association
PA166155858,PA37183,Dirigé,Association
PA166155858,PA419,Dirigé,Association
PA166153971,PA27010,Dirigé,Association
PA166154165,PA124,Dirigé,Association
PA166155122,PA133787052,Dirigé,Association
PA166154168,PA124,Dirigé,Association
PA166155123,PA133787052,Dirigé,Association
PA166154170,PA124,Dirigé,Association
PA166154171,PA124,Dirigé,Association
PA166208022,PA124,Dirigé,Association
PA166157195,PA35072,Dirigé,Association
PA166155125,PA165450635,Dirigé,Association
PA166155125,PA133787052,Dirigé,Association
PA166156520,PA24571,Dirigé,Association
PA166157851,PA38008,Dirigé,Association
PA166154333,PA164717628,Dirigé,Association
PA166156326,PA281,Dirigé,Association
PA166154785,PA80,Dirigé,Association
PA166156988,PA30474,Dirigé,Association
PA166156988,PA435,Dirigé,Association
PA166154334,PA27478,Dirigé,Association
PA166159214,PA29024,Dirigé,Association
PA166155187,PA139,Dirigé,Association
PA166155370,PA369,Dirigé,Association
PA166155371,PA27848,Dirigé,Association
PA166154786,PA37422,Dirigé,Association
PA166155016,PA27850,Dirigé,Association
PA166156327,PA25294,Dirigé,Association
PA166155641,PA33799,Dirigé,Association
PA166155642,PA33799,Dirigé,Association
PA166154868,PA27092,Dirigé,Association
PA166170105,PA237,Dirigé,Association
PA166156328,PA36457,Dirigé,Association
PA166153972,PA126,Dirigé,Association
PA166239022,PA24395,Dirigé,Association
PA166203081,PA24395,Dirigé,Association
PA166239023,PA24395,Dirigé,Association
PA166156521,PA27957,Dirigé,Association
PA166157302,PA261,Dirigé,Association
PA166156522,PA36018,Dirigé,Association
PA166154335,PA355,Dirigé,Association
